Year,ID Type,Primary Concentration,Secondary Concentration,Language,Secondary Languages,Programming Experience,Coding Frequency,Programming Comfort,Design Comfort,Computer Types,Operating Systems 1,Operating Systems 2,Operating Systems 3,Operating Systems 4,Gender,Age,State,Country,Combined Address
2012,Harvard College,Computer Science,N/A,C,"C, C++, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,5,,Laptop,Windows 7, Mac OS,,,Male,18 to 24,TX,USA,
2012,DCE,Information Technology - Management Information Systems,N/A,C#,"C, C++, C#, Java, JavaScript, HTML / CSS, PHP, SQL, VB / VBScript",Over 3 years,Daily,5,,Laptop,Windows 7,,,,Male,25 to 44,MA,USA,
2012,Harvard College,Economics,Computer Science,HTML / CSS,"C, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Less than once per month,3,,Laptop,Windows 7,,,,Male,18 to 24,MA,USA,
2012,Harvard College,Neurobiology,Systems Neuroscience,C#,"C, C++, LISP, Matlab",Over 3 years,Daily,5,,"Desktop, Laptop",Windows 7,,,,Male,25 to 44,CA,USA,
2012,Harvard College,Statistics,Computer Science,C,"C, C++, JavaScript, HTML / CSS, PHP",Less than 6 months,Daily,3,,Laptop,Mac OS,,,,Male,18 to 24,MN,USA,
2012,Harvard College,Economics,N/A,C,"C, HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,1,,Laptop,Windows 7,,,,Male,18 to 24,MA,USA,
2012,Harvard College,Statistics,N/A,C,"Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Once per month,2,,Laptop,Windows 7,,,,Male,18 to 24,FL,USA,
2012,Harvard College,Government,Computer Science,C,"Java, PHP, SQL",Less than 6 months,Less than once per month,2,,Laptop,Windows 7,,,,Female,18 to 24,,Hong Kong S.A.R.,
2012,Harvard College,N/A,N/A,C,"C, Java, HTML / CSS, PHP, SQL, STATA, Sas",1 to 3 years,Weekly,4,,Laptop,Windows XP,,,,,,MA,USA,
2012,Harvard College,Economics,Computer Science,C,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Once per month,3,,Laptop,Windows 7, Mac OS,,,Male,18 to 24,,Korea,
2012,Harvard College,Sociology,N/A,C,"Java, HTML / CSS, PHP, SQL",1 to 3 years,Less than once per month,3,,Laptop,Windows 7, Mac OS,,,Female,18 to 24,ON,Canada,
2012,Harvard College,Computer Science,Physics & Mathematics,C#,"C, C#, JavaScript, HTML / CSS, VB / VBScript",Over 3 years,Daily,5,,"Desktop, Laptop",Windows 7, Mac OS,,,Male,25 to 44,MA,USA,
2012,DCE,Finance,Design,JavaScript,"HTML / CSS, VB / VBScript",Less than 6 months,Weekly,2,,"Desktop, Laptop",Windows 7, Mac OS,,,Male,18 to 24,CA,USA,
2012,Harvard College,MCB,Computer Science,C,"C, JavaScript, HTML / CSS, Python, SQL",1 to 3 years,Weekly,4,,Laptop,Mac OS,,,,Male,18 to 24,BC,Canada,
2012,DCE,Multimedia,viz,SQL,"BASIC, Java, HTML / CSS, SQL, VB / VBScript, fortran",Less than 6 months,Less than once per month,3,,Laptop,Mac OS,,,,Female,45 to 64,MA,USA,
2012,Harvard College,Neurobiology,Molecular Biology,C++,matlab/labview,1 to 3 years,Two or more times per month,2,,"Desktop, Laptop",Windows 7,,,,Female,25 to 44,,Germany,
2012,Harvard College,Architectural Design,N/A,Java,HTML / CSS,Less than 6 months,Two or more times per month,4,,Laptop,Windows 7,,,,Male,18 to 24,VA,USA,
2012,Harvard College,Computer Science,N/A,JavaScript,"C, C++, HTML / CSS",6 months to 1 year,Weekly,4,,Laptop,Windows 7,,,,,,MA,USA,
2012,Harvard College,"Mind, Brain, & Education (HGSE)",N/A,Java,"C, MATLAB",1 to 3 years,Less than once per month,2,,Laptop,Mac OS,,,,Male,18 to 24,NM,USA,
2012,DCE,Certificate in Applied Science,N/A,Ruby,"Java, JavaScript, HTML / CSS, PHP, Ruby, SQL",1 to 3 years,Daily,4,,Laptop,Mac OS,,,,Female,25 to 44,MA,USA,
2012,Harvard College,Applied Data Analysis,N/A,HTML / CSS,"JavaScript, HTML / CSS, SQL",6 months to 1 year,Two or more times per month,3,,Laptop,Windows 7,,,,Male,18 to 24,MA,USA,
2012,Harvard College,Computer Science,Mathematical Sciences,C,"C, JavaScript, HTML / CSS, PHP, VB / VBScript",Less than 6 months,Two or more times per month,3,,Laptop,Windows 7, Mac OS,,,Male,18 to 24,,Kenya,
2012,Harvard College,Mathematics,Computer Science,BASIC,C,6 months to 1 year,Weekly,3,,Laptop,Windows Vista,,,,Male,18 to 24,NY,USA,
2012,Harvard College,Visual and Environmental Studies,Computer Science,HTML / CSS,"C, HTML / CSS, PHP",6 months to 1 year,Once per month,3,,Laptop,Mac OS,,,,Male,18 to 24,NJ,USA,
2012,Harvard College,Economics,Computer Science,C,"Java, HTML / CSS",Over 3 years,Less than once per month,3,,Laptop,Mac OS,,,,Male,18 to 24,PA,USA,
2012,Harvard College,Neurobiology,Computer Science,PHP,"C, Java, JavaScript, HTML / CSS, PHP, SQL",6 months to 1 year,Weekly,4,,Laptop,Mac OS,,,,Female,18 to 24,TX,USA,
2012,Harvard College,Computer Science,N/A,Java,"C, Java, JavaScript, HTML / CSS, PHP, Ruby, SQL",Over 3 years,Daily,5,,Laptop,Linux,,,,Male,18 to 24,VI,USA,
2012,Harvard College,OEB,Computer Science,C,"JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Weekly,2,,Laptop,Mac OS,,,,Female,18 to 24,MA,USA,
2012,DCE,Psychology,N/A,JavaScript,"HTML / CSS, PHP",6 months to 1 year,Daily,3,,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,18 to 24,MA,USA,
2012,DCE,Information Systems Management,Software Engineering,C#,"C#, Java, JavaScript, HTML / CSS, PHP, Ruby, SQL, VB / VBScript",Over 3 years,Weekly,4,,Laptop,Windows 7, Mac OS,,,Male,25 to 44,MA,USA,
2012,DCE,Electrical Engineering,N/A,C#,"HTML / CSS, Perl",Over 3 years,Daily,4,,Laptop,Windows 7,,,,Female,25 to 44,MA,USA,
2012,Harvard College,Computer Science,N/A,Java,"C, Java, JavaScript, HTML / CSS",Over 3 years,Weekly,4,,"Desktop, Laptop",Windows 7,,,,Male,18 to 24,CA,USA,
2012,DCE,Mathematics,N/A,Java,"C, Java",Over 3 years,Less than once per month,3,,"Desktop, Laptop",Windows XP, Mac OS,,,Male,25 to 44,BC,Canada,
2012,Harvard College,Computer Science,N/A,Python,"C, Java, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Daily,5,,Laptop,Windows 7, Linux / Unix,,,Male,18 to 24,NY,USA,
2012,Harvard College,Law & Society,Economics,PHP,"C, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Daily,4,,"Desktop, Laptop",Windows XP, Mac OS,,,Male,25 to 44,MA,USA,
2012,Harvard College,Applied Mathematics,Government,C,"C, HTML / CSS, PHP, SQL",6 months to 1 year,Two or more times per month,2,,Laptop,Windows 7, Mac OS,,,Male,18 to 24,,Australia,
2012,Harvard College,Computer Science,N/A,Ruby,"C, Java, JavaScript, HTML / CSS, PHP, Python, Ruby",1 to 3 years,Weekly,4,,Laptop,Windows 7,,,,Male,18 to 24,MO,USA,
2012,DCE,N/A,N/A,Java,"JavaScript, HTML / CSS, Perl",1 to 3 years,Weekly,5,,Laptop,Windows 7, Mac OS,,,,,MA,USA,
2012,Harvard College,Physics and Mathematics,Computer Science,BASIC,C,1 to 3 years,Daily,4,,Laptop,Windows 7,,,,Male,18 to 24,CT,USA,
2012,DCE,N/A,N/A,Perl,"C, Java, PHP, SQL",Over 3 years,Weekly,4,,"Desktop, Laptop",Linux,,,,Female,25 to 44,MA,USA,
2012,Harvard College,Statistics,Computer Science,Python,"C, Java, Perl",1 to 3 years,Weekly,4,,Laptop,Windows XP, Mac OS,,,Male,18 to 24,MN,USA,
2012,Harvard College,Sociology,Computer Science,PHP,"C, JavaScript, HTML / CSS, PHP, SQL",6 months to 1 year,Two or more times per month,4,,Desktop,Mac OS,,,,Male,18 to 24,DE,USA,
2012,DCE,N/A,N/A,C,"HTML / CSS, PHP",Less than 6 months,Two or more times per month,2,,Laptop,Mac OS,,,,Male,25 to 44,MA,USA,
2012,Harvard College,Information Technology,Information management systems,Java,"BASIC, Java, JavaScript, HTML / CSS",Less than 6 months,Once per month,3,,"Desktop, Laptop",Windows XP, Windows 7, Mac OS,,Male,25 to 44,MA,USA,
2012,Harvard College,Statistics,N/A,BASIC,R (I don't know BASIC),Less than 6 months,Two or more times per month,2,,Laptop,Windows 7,,,,Female,18 to 24,,South Korea,
2012,Harvard College,Earth and Planetary Sciences,N/A,Python,"C, Matlab",Over 3 years,Daily,5,,Laptop,Mac OS,,,,Female,25 to 44,CA,USA,
2012,Harvard College,Applied Mathematics,Computer Science,C++,"C++, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Less than once per month,3,,Laptop,Windows 7,,,,Male,18 to 24,NY,USA,
2012,Harvard College,Applied Mathematics,Computer Science,HTML / CSS,"C, HTML / CSS, PHP",1 to 3 years,Once per month,3,,Laptop,Mac OS,,,,Male,18 to 24,VI,USA,
2012,Harvard College,Statistics,N/A,C,"C#, Python, R",Over 3 years,Weekly,4,,Laptop,Mac OS,,,,Male,25 to 44,TX,USA,
2012,DCE,Information Technology,N/A,C++,"Java, JavaScript, HTML / CSS, VB / VBScript",1 to 3 years,Less than once per month,2,,Laptop,Mac OS,,,,Female,,IL,USA,
2012,DCE,Information Technology,N/A,C++,"BASIC, software testing languages (e.g. 4test)",Over 3 years,Less than once per month,3,,"Desktop, Laptop",Windows Vista,,,,Male,25 to 44,MA,USA,
2012,Harvard College,Sociology,N/A,C,"HTML / CSS, PHP",6 months to 1 year,Less than once per month,3,,Laptop,Windows Vista,,,,Female,18 to 24,NY,USA,
2012,Harvard College,Architecture,East Asian Studies,VB / VBScript,HTML / CSS,Less than 6 months,Once per month,3,,"Desktop, Laptop",Windows Vista, Windows 7, Mac OS,,Male,18 to 24,NE,USA,
2012,DCE,Architecture,N/A,C#,"C#, Grasshopper",Less than 6 months,Two or more times per month,1,,"Desktop, Laptop",Windows XP, Windows 7, Mac OS,,Female,18 to 24,BC,Canada,
2012,Harvard College,N/A,N/A,BASIC,BASIC,Over 3 years,Less than once per month,1,,Laptop,Windows 7,,,,Male,25 to 44,,Bangladesh,
2012,DCE,Information Management Systems,N/A,Java,"Java, HTML / CSS, Perl, PHP, Python, SQL",Over 3 years,Two or more times per month,4,,"Desktop, Laptop",Windows Vista, Windows 7, Linux,,Male,18 to 24,CA,USA,
2012,DCE,Business,Information Technology,SQL,"C, JavaScript, HTML / CSS, VB / VBScript",Over 3 years,Daily,4,,Laptop,Windows XP, Windows 7,,,Female,25 to 44,MA,USA,
2012,DCE,Digital arts and design,N/A,BASIC,"C, HTML / CSS",1 to 3 years,Less than once per month,2,,"Desktop, Laptop",Mac OS,,,,Male,45 to 64,QC,Canada,
2012,Harvard College,Physics,Computer Science,C,"C++, Java, JavaScript, HTML / CSS, PHP, Ruby, SQL",1 to 3 years,Less than once per month,4,,Laptop,Windows 7, Linux / Unix,,,Female,18 to 24,,Singapore,
2012,Harvard College,Architecture,Sustainable Design,Python,none,Less than 6 months,Less than once per month,1,,Laptop,Windows 7,,,,Male,25 to 44,,Spain,
2012,Harvard College,Economics,Psychology,PHP,"C, JavaScript, HTML / CSS, SQL",1 to 3 years,Less than once per month,2,,Laptop,Windows 7,,,,Female,18 to 24,NY,USA,
2012,Harvard College,Government,Economy,C,none,Less than 6 months,Less than once per month,1,,Laptop,Windows 7,,,,Male,18 to 24,CA,USA,
2012,DCE,Digital arts and design,N/A,HTML / CSS,"C++, JavaScript, HTML / CSS, Perl, SQL",6 months to 1 year,Once per month,3,,Laptop,Windows 7,,,,Male,25 to 44,NH,USA,
2012,Harvard College,Economics,Computer Science,Java,"C, C++, Java",6 months to 1 year,Two or more times per month,2,,Laptop,Mac OS,,,,Female,18 to 24,CA,USA,
2012,DCE,ALM Information Technology Information Management Systems,N/A,Perl,"C, C#, Java, JavaScript, HTML / CSS, LISP, Ruby, SQL, VB / VBScript",Over 3 years,Weekly,3,,Laptop,Windows 7, Linux / Unix,,,Male,25 to 44,MA,USA,
2012,DCE,Economics,Statistics,SQL,"BASIC, VB / VBScript",Less than 6 months,Less than once per month,1,,Laptop,Windows 7, Mac OS,,,Female,25 to 44,MA,USA,
2012,Harvard College,MPA/ID,N/A,Python,None,1 to 3 years,Weekly,2,,Laptop,Windows 7,,,,Male,25 to 44,RI,USA,
2012,Harvard College,Linguistics,N/A,VB / VBScript,"C, HTML / CSS, Scheme, OCaml",1 to 3 years,Once per month,2,,Laptop,Windows XP, Mac OS, Linux,,Male,18 to 24,OH,USA,
2012,Harvard College,Special Concetration: Geospatial and Quantitative History,N/A,PHP,"C, JavaScript, PHP, SQL",Less than 6 months,Weekly,3,,Laptop,Mac OS,,,,Male,18 to 24,IL,USA,
2012,DCE,Computer Science,Biology,PHP,"C, C++, Java, JavaScript, HTML / CSS, LISP, Perl, PHP, Python, Ruby, SQL, VB / VBScript, Take your pick ;)",Over 3 years,Daily,5,,Laptop,Windows Vista, Linux / Unix,,,Male,25 to 44,MA,USA,
2012,Harvard College,Digital arts and design,N/A,BASIC,"C++, JavaScript, HTML / CSS",Less than 6 months,Once per month,3,,Laptop,Windows 7,,,,Male,25 to 44,NH,USA,
2012,Harvard College,"Mind, Brain, and Education",N/A,HTML / CSS,"JavaScript, HTML / CSS",Less than 6 months,Once per month,2,,Laptop,Windows Vista,,,,Female,18 to 24,MA,USA,
2012,Harvard College,Computer Science,"Mind, Brain, Behavior",Python,C,1 to 3 years,Two or more times per month,4,,Laptop,Mac OS,,,,Female,18 to 24,NC,USA,
2012,DCE,ALM Information Technology,Information management systems,Perl,"BASIC, Java, JavaScript, HTML / CSS, PHP, Python, SQL, Unix shell scripting",6 months to 1 year,Weekly,2,,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,IL,USA,
2012,Harvard College,History of Art and Architecture,Computer Science,C,"Java, JavaScript, HTML / CSS, PHP, SQL",6 months to 1 year,Once per month,3,,Laptop,Windows Vista,,,,Female,18 to 24,CA,USA,
2012,Harvard College,Engineering Sciences,Computer Science,C,"C, C++, Java, JavaScript, HTML / CSS, PHP",6 months to 1 year,Less than once per month,3,,Laptop,Mac OS,,,,Male,18 to 24,TX,USA,
2012,DCE,Computer Science,N/A,C#,"BASIC, C, C++, C#, Java, JavaScript, HTML / CSS, Perl, PHP, Python, SQL, VB / VBScript",Over 3 years,Daily,5,,Laptop,Windows XP,,,,Male,25 to 44,NJ,USA,
2012,DCE,Information Technology,N/A,SQL,"BASIC, Java, JavaScript, HTML / CSS, SQL, VB / VBScript",Over 3 years,Less than once per month,2,,Laptop,Windows 7,,,,Male,25 to 44,TN,USA,
2012,Harvard College,Economics,Computer Science,Python,"C, JavaScript, HTML / CSS, PHP",Less than 6 months,Weekly,3,,Laptop,Mac OS,,,,Male,18 to 24,PA,USA,
2013,DCE,Information Technology,None,Java,"Java, JavaScript, HTML / CSS, Perl, Python, Ruby, SQL",1 to 3 years,Two or more times per month,3,3,Laptop,Windows 7, Windows 8, Mac OS, Linux / Unix,Male,25 to 44,,,"Lexington, KY"
2013,DCE,Industrial Management,Accounting,PHP,"BASIC, Java, HTML / CSS, PHP, SQL, VB / VBScript, VBA",Over 3 years,Less than once per month,4,4,"Desktop, Laptop",Windows 7, Mac OS,,,Male,45 to 64,,,"Riyadh, Saudi Arabia"
2013,DCE,ALM in IT,-,Ruby,"C, C++, C#, Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL",Over 3 years,Weekly,5,4,"Desktop, Laptop",Windows Vista, Mac OS, Linux / Unix,,Male,25 to 44,,,"I am at home in Zurich, Switzerland. So for the group reflections it would be great to find a group of other European students so the time delay is not too bad."
2013,Harvard College,Computer Science,Undecided,C,"C, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Daily,4,1,Laptop,Mac OS,,,,Male,18 to 24,,,"North Babylon, New York, United States"
2013,DCE,NA,NA,Python,"C, HTML / CSS, PHP, Python, SQL",6 months to 1 year,Weekly,3,1,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,,,"Marblehead, MA"
2013,DCE,"Computer science, though not currently a degree candidate",NA,C,"C, JavaScript, HTML / CSS, PHP, SQL, Objective C and ActionScript are my primary languages currently",1 to 3 years,Daily,4,2,Laptop,Mac OS, Linux / Unix,,,Male,25 to 44,,,"Beverly, MA"
2013,DCE,Mathematics and Computation,none,Java,"C#, JavaScript, HTML / CSS, Ruby, SQL",Over 3 years,Daily,5,4,"Desktop, Laptop",Windows XP, Mac OS,,,Female,25 to 44,,,"Cambridge, MA"
2013,DCE,Data Visualization? Not sure what is being asked.,N/A?,JavaScript,"C, C++, Java, JavaScript, HTML / CSS, Python",Over 3 years,Daily,5,2,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,,,"Mountain View, CA, US"
2013,DCE,Digital Media,NA,PHP,"Java, JavaScript, HTML / CSS, SQL",Over 3 years,Daily,5,1,Laptop,Mac OS,,,,Female,25 to 44,,,"North Grafton, MA, USA"
2013,DCE,Computer Science,none,Java,"BASIC, C, JavaScript, HTML / CSS, Perl, PHP, objective c",Over 3 years,Two or more times per month,5,1,"Desktop, Laptop",Mac OS,,,,,,,,"Woburn, MA, US"
2013,Harvard College,Engineering Sciences,n/a,Python,"C, C++",1 to 3 years,Once per month,3,5,Laptop,Mac OS,,,,Male,18 to 24,,,"Kendall Park, NJ, USA"
2013,DCE,Technology Management,Computer Science,C#,"C++, Java, JavaScript, HTML / CSS, Ruby, SQL, VB / VBScript",Over 3 years,Daily,5,4,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,25 to 44,,,"Westport, CT, USA"
2013,Harvard College,Chemical and Physical Biology,Computer Science,JavaScript,"C, C++, HTML / CSS, PHP",1 to 3 years,Daily,4,3,Laptop,Windows 8,,,,Male,18 to 24,,,"St. Louis, MO"
2013,Harvard College,none,none,Java,"BASIC, C, C#, Java, JavaScript, HTML / CSS, LISP, Perl, Python, Ruby, SQL",Over 3 years,Daily,5,3,"Desktop, Laptop",Mac OS, Linux / Unix,,,Male,45 to 64,,,"Waltham, MA, USA"
2013,DCE,Information Technology,Digital Media Arts and Instructional Design,JavaScript,"C, C++, Java, JavaScript, HTML / CSS, PHP, SQL",Over 3 years,Daily,5,5,Laptop,Mac OS,,,,Male,25 to 44,,,"Weston, MA"
2013,DCE,ALM in IT,N/A,SQL,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python",1 to 3 years,Daily,3,3,Laptop,Windows XP, Mac OS,,,Female,25 to 44,,,"New York, NY, USA"
2013,DCE,"ALM, software engineering",none,PHP,"C, Java, JavaScript, HTML / CSS, SQL",Over 3 years,Two or more times per month,4,4,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,45 to 64,,,"Lunenburg, Mass, USA"
2013,DCE,Biotechnology,Bioinformatics,Python,"Java, Perl, R",Over 3 years,Daily,3,2,"Desktop, Laptop",Mac OS, Linux / Unix,,,Male,25 to 44,,,"Somerville, MA"
2013,DCE,Visual Arts (ALM),none,PHP,"JavaScript, HTML / CSS, PHP, SQL, VB / VBScript",Over 3 years,Daily,4,4,"Desktop, Laptop",Windows XP, Windows 7, Mac OS,,Male,18 to 24,,,"Boston, MA"
2013,Harvard College,Chemistry & Physics,Computer Science,HTML / CSS,"C, HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,1,2,Laptop,Windows 8,,,,Male,18 to 24,,,"Santa Cruz, California
USA"
2013,DCE,Computer Science,None,Java,"HTML / CSS, SQL, VB / VBScript",1 to 3 years,Less than once per month,2,1,"Desktop, Laptop",Windows XP, Windows 7, Mac OS,,Female,25 to 44,,,"Quincy, MA"
2013,Harvard College,Computer science,N/a,Python,"C, Java, JavaScript, HTML / CSS, PHP, Python",1 to 3 years,Daily,4,3,Laptop,Mac OS, Linux / Unix,,,Male,18 to 24,,,"Denver, Colorado, USA"
2013,Harvard College,Computer Science,None,C,"C, HTML / CSS",Less than 6 months,Less than once per month,2,2,Laptop,Mac OS,,,,Female,18 to 24,,,"Homer, Alaska, United States"
2013,Harvard College,Statistics,n/a,Java,"Java, HTML / CSS, Python, VB / VBScript, R, Matlab",Over 3 years,Less than once per month,5,3,Laptop,Mac OS,,,,Female,25 to 44,,,"on-campus, but I'm from New Jersey."
2013,DCE,IT,NONE,SQL,"Java, SQL",1 to 3 years,Daily,4,3,Laptop,Windows 8,,,,Male,18 to 24,,,"Belmont, MA, US"
2013,Harvard College,Computer Science,n/a,Java,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,5,3,Laptop,Windows 7, Windows 8,,,Male,Over 65,,,"Walnut, CA"
2013,Harvard College,Computer Science,N/A,C,"C++, C#, Java, HTML / CSS, Perl, PHP, Python, SQL, VB / VBScript",1 to 3 years,Weekly,4,2,"Desktop, Laptop",Windows 8,,,,,18 to 24,,,"Tampa, FL, USA"
2013,Harvard College,English,Computer Science,C,"C, HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,2,3,Laptop,Mac OS,,,,Female,18 to 24,,,"San Antonio, TX, USA"
2013,Harvard College,History of Science,VES,HTML / CSS,"C, PHP, SQL",6 months to 1 year,Two or more times per month,2,5,Laptop,Windows Vista, Mac OS,,,Male,18 to 24,,,"Short Hills, NJ, USA"
2013,DCE,Computer Science,Strong background in stats,Java,"C, Java",Over 3 years,Two or more times per month,4,5,"Desktop, Laptop",Mac OS,,,,Female,45 to 64,,,"Boulder, Colorado, USA"
2013,Harvard College,Computer Science,Economics,C,"JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Daily,4,2,Laptop,Mac OS,,,,Female,18 to 24,,,"Toronto, Ontario, Canada"
2013,Harvard College,Mechanical Engineering,Computer Science,C,"HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,1,1,Laptop,Windows 7, Mac OS,,,Female,18 to 24,,,"Norwell, Massachusetts, United States"
2013,Harvard College,History,East Asian Studies,Python,"C, Java, JavaScript, HTML / CSS, Python",1 to 3 years,Weekly,3,2,"Desktop, Laptop",Windows 7, Linux / Unix,,,Male,18 to 24,,,"Blackfoot, Idaho, USA"
2013,Harvard College,Applied Math,Computer Science,C,"JavaScript, HTML / CSS, PHP",1 to 3 years,Weekly,2,3,Laptop,Windows 8,,,,Male,18 to 24,,,"Wayne, Pennsylvania, United States"
2013,DCE,Master in Design Studies,Technology,C#,"Python, VB / VBScript",Less than 6 months,Weekly,3,5,Laptop,Windows 7, Mac OS,,,Female,25 to 44,,,"Malaga, Spain"
2013,Harvard College,Social Studies,Computer Science,C,"C, HTML / CSS, PHP",6 months to 1 year,Less than once per month,2,1,Laptop,Mac OS,,,,Female,18 to 24,,,"Sylvania, OH"
2013,DCE,Electronic Engineer,Planning to start the ALM IT,Java,"BASIC, C, C++, C#, Java, JavaScript, HTML / CSS, PHP, SQL",Over 3 years,Less than once per month,4,3,Laptop,Windows 7,,,,Male,25 to 44,,,"Buenos Aires, Argentina"
2013,Harvard College,Computer Science,None,Python,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python",1 to 3 years,Weekly,5,3,Desktop,Windows 8, Mac OS, Linux / Unix,,Male,18 to 24,,,"Bronx, NY, USA"
2013,Harvard College,Mathematics,CSCI,JavaScript,"Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Daily,4,3,"Desktop, Laptop",Windows 8, Mac OS, Linux / Unix,,Male,25 to 44,,,I currently live in Chicago Illinois United States.
2013,Harvard College,Computer Science,Economics,Java,"C, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,4,3,Laptop,Windows 7, Linux / Unix,,,Male,18 to 24,,,"San Jose, CA, USA"
2013,Harvard College,Computer Science,None,C,"C, C#, Java, PHP, Python, SQL, Ocaml",Over 3 years,Weekly,5,3,"Desktop, Laptop",Windows 7, Windows 8, Linux / Unix,,Female,18 to 24,,,"Westborough, MA, USA"
2013,Harvard College,Computer Science,MBB,Python,"C, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Over 3 years,Weekly,4,4,Laptop,Windows 8, Mac OS,,,Female,18 to 24,,,"Orlando, FL"
2013,Harvard College,Social Studies,Computer Science,Java,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,5,3,Desktop,Windows 8,,,,Male,18 to 24,,,"Rochester Hills, MI, USA"
2013,Harvard College,Computer Science,Psychology,C,"C, Java, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Daily,5,1,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,18 to 24,,,"Edwards, CO, USA"
2013,Harvard College,Computer Science,none,C,"C, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,4,2,Laptop,Mac OS,,,,Female,18 to 24,,,"Port Lavaca, TX"
2013,DCE,ALM Information Management Systems,N/A,C++,"C++, Java, JavaScript, HTML / CSS, PHP, SQL",Over 3 years,Less than once per month,4,3,"Desktop, Laptop",Windows XP, Windows Vista, Mac OS,,Male,25 to 44,,,"Melrose, MA, US"
2013,DCE,Math,IT,Java,"JavaScript, HTML / CSS, PHP",Over 3 years,Once per month,3,4,"Desktop, Laptop",Windows 7,,,,Male,25 to 44,,,"I am 20 minutes driving from Harvard.  I live in Allston Massachusetts, which is the next town from Harvard across the Charles River."
2013,DCE,Information Technology,na,PHP,"C#, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Once per month,3,3,Laptop,Windows 7,,,,Male,25 to 44,,,"Orem, UT USA"
2013,Harvard College,Design & Technology,NA,HTML / CSS,"C#, JavaScript, HTML / CSS, PHP, Ruby",6 months to 1 year,Weekly,3,5,Laptop,Windows 7, Mac OS,,,Female,25 to 44,,,Singapore
2013,Harvard College,computer science,n/a,JavaScript,"C, HTML / CSS, PHP, SQL",6 months to 1 year,Two or more times per month,3,4,Laptop,Mac OS,,,,Male,18 to 24,,,"Stamford, CT, USA"
2013,Harvard College,"Mechanical Engineering, Bachelor of Science",Computer Science,PHP,"JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,3,1,Laptop,Mac OS,,,,Male,18 to 24,,,"Indian Head Park, Illinois, USA"
2013,Harvard College,Computer Science,None,Python,"C, JavaScript, HTML / CSS, Python, SQL",6 months to 1 year,Once per month,3,3,Laptop,Mac OS,,,,Male,18 to 24,,,"Mountain View, California, USA"
2013,Harvard College,Economics,Government,C,PHP,Less than 6 months,Two or more times per month,3,3,Laptop,Windows 8,,,,Male,18 to 24,,,"Redwood City, CA. United States"
2013,DCE,M.A. Information Technology,Information Management Systems,Python,"C, Java, Python, SQL, VB / VBScript, SAS,R",Over 3 years,Daily,5,1,Laptop,Mac OS,,,,Male,25 to 44,,,"Watertown, MA"
2013,Harvard College,Statistics,Computer Science,C,HTML / CSS,Less than 6 months,Two or more times per month,2,1,Laptop,Windows 7,,,,Female,18 to 24,,,"I'm not a distance education student, but I'm from Twin Lakes, WI, USA."
2013,DCE,ALM-IT,Digital Media and Instructional Design,Java,HTML / CSS,Less than 6 months,Less than once per month,1,1,Desktop,Windows 7,,,,Male,25 to 44,,,"Columbus, Ohio USA"
2013,DCE,Information Technology,none,C#,"C#, JavaScript, HTML / CSS, PHP, SQL",Over 3 years,Weekly,3,2,"Desktop, Laptop",Windows 7, Linux / Unix,,,Male,25 to 44,,,"Washington, D.C. - United States"
